Sum of active_region,Year,Quarter,Month,Day,class_type,Year,Quarter,Month,Day,Sum of day,Year,Quarter,Month,Day,event_id,event_type,Sum of hour,instruments,Sum of month,note,Year,Quarter,Month,Day,source_location,Sum of year
13413,2023,Qtr 3,September,1,M1.2,2023,Qtr 3,September,1,1,2023,Qtr 3,September,1,2023-09-01T03:26:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,1,N09W70,2023
13413,2023,Qtr 3,September,2,C2.5,2023,Qtr 3,September,1,1,2023,Qtr 3,September,2,2023-09-01T21:48:00-Flr-002,Solar Flare,21,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,2,N05W76,2023
13420,2023,Qtr 3,September,2,C7.3,2023,Qtr 3,September,1,1,2023,Qtr 3,September,2,2023-09-01T21:48:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,9,Ar Was Not Numbered At Time Of Flare.,2023,Qtr 3,September,2,S21E44,2023
13413,2023,Qtr 3,September,2,M3.3,2023,Qtr 3,September,2,2,2023,Qtr 3,September,2,2023-09-02T06:33:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,2,N06W89,2023
13413,2023,Qtr 3,September,3,C1.8,2023,Qtr 3,September,3,3,2023,Qtr 3,September,3,2023-09-03T04:00:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,9,Eruption Likely Occurs Beyond Nw Limb Between W90 To W95.,2023,Qtr 3,September,3,N10W90,2023
13413,2023,Qtr 3,September,3,C5.0,2023,Qtr 3,September,3,3,2023,Qtr 3,September,3,2023-09-03T11:31:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,9,Flare Likely Occurred Beyond The Western Limb (90+ Degrees).,2023,Qtr 3,September,3,N09W90,2023
13413,2023,Qtr 3,September,3,C5.7,2023,Qtr 3,September,3,3,2023,Qtr 3,September,3,2023-09-03T12:03:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,9,Flare Likely Occurred Beyond The Western Limb (90+ Degrees).,2023,Qtr 3,September,3,N09W90,2023
13413,2023,Qtr 3,September,3,C5.9,2023,Qtr 3,September,3,3,2023,Qtr 3,September,3,2023-09-03T05:18:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,9,"This Solar Flare Occurs Within Post-Eruptive Arcades Beyond The Western Limb, Likely Associated With Ar13413.",2023,Qtr 3,September,3,N15W90,2023
13413,2023,Qtr 3,September,3,M1.1,2023,Qtr 3,September,3,3,2023,Qtr 3,September,3,2023-09-03T00:14:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,3,N12W90,2023
13413,2023,Qtr 3,September,3,M6.0,2023,Qtr 3,September,3,3,2023,Qtr 3,September,3,2023-09-03T08:09:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,9,"Flare Originated Beyond The Western Limb, Likely Around N12W95. Limited Stereoscopic Viewpoints Prevent From Seeing The Foot Point Of The Flaring Region.",2023,Qtr 3,September,3,N12W90,2023
0,2023,Qtr 3,September,4,C2.4,2023,Qtr 3,September,4,4,2023,Qtr 3,September,4,2023-09-04T13:34:00-Flr-001,Solar Flare,13,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,4,S22E70,2023
13421,2023,Qtr 3,September,5,M2.0,2023,Qtr 3,September,5,5,2023,Qtr 3,September,5,2023-09-05T08:03:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,5,N14W02,2023
13421,2023,Qtr 3,September,6,M1.0,2023,Qtr 3,September,5,5,2023,Qtr 3,September,6,2023-09-05T23:21:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,6,N15W12,2023
13421,2023,Qtr 3,September,6,M1.2,2023,Qtr 3,September,5,5,2023,Qtr 3,September,6,2023-09-05T19:33:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,6,N15W07,2023
13425,2023,Qtr 3,September,8,M2.1,2023,Qtr 3,September,7,7,2023,Qtr 3,September,8,2023-09-07T18:58:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,9,"This Flare Is Located On Top Of A Filament, Which Is Between Two Active Regions: Ar 13424 (N17E50) And Ar 13425 (N23E59).",2023,Qtr 3,September,8,N20E55,2023
13431,2023,Qtr 3,September,11,M1.1,2023,Qtr 3,September,11,11,2023,Qtr 3,September,11,2023-09-11T03:58:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,11,S08E58,2023
13431,2023,Qtr 3,September,11,M1.1,2023,Qtr 3,September,11,11,2023,Qtr 3,September,11,2023-09-11T14:38:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,11,S07E52,2023
13429,2023,Qtr 3,September,11,M1.3,2023,Qtr 3,September,11,11,2023,Qtr 3,September,11,2023-09-11T01:08:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,11,N10E63,2023
13425,2023,Qtr 3,September,12,M1.8,2023,Qtr 3,September,12,12,2023,Qtr 3,September,12,2023-09-12T04:31:00-Flr-001,Solar Flare,4,GOES-S: EXIS 1.0-8.0,9,"Second Peak Of Two Back-To-Back Flares From Ar 3425, With The First Peak Of M1.9 Occurring At 2023-09-12T04:26Z. Further Analysis Split These Flares Into Two Separate Ones.",2023,Qtr 3,September,12,N22E02,2023
13425,2023,Qtr 3,September,12,M1.9,2023,Qtr 3,September,12,12,2023,Qtr 3,September,12,2023-09-12T04:18:00-Flr-001,Solar Flare,4,GOES-S: EXIS 1.0-8.0,9,"First Peak Of Two Back-To-Back Flares From Ar 3425, With The Second Peak Of M1.8 Occurring At 2023-09-12T04:42Z. Further Analysis Split These Flares Into Two Separate Ones.",2023,Qtr 3,September,12,N22E02,2023
13423,2023,Qtr 3,September,12,M2.5,2023,Qtr 3,September,12,12,2023,Qtr 3,September,12,2023-09-12T06:47:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,12,N16W34,2023
13429,2023,Qtr 3,September,14,M1.4,2023,Qtr 3,September,14,14,2023,Qtr 3,September,14,2023-09-14T06:40:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,9,"Long Duration Flare From A Filament Eruption Located Between Ars 3425 And 3423 Best Seen In Sdo Aia 131. The Filament Spanned Approximately N22W40 -> N26W55 At 2023-09-14T06:33Z When It Erupted, Best Seen In Sdo Aia 304. 

Additional Influence With A Separate Flare From Ar 3429 Pushed The Peak Flux Higher To M1.4.",2023,Qtr 3,September,14,N25W50,2023
13429,2023,Qtr 3,September,15,M1.9,2023,Qtr 3,September,14,14,2023,Qtr 3,September,15,2023-09-14T19:23:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,15,N10E09,2023
13429,2023,Qtr 3,September,15,M2.5,2023,Qtr 3,September,14,14,2023,Qtr 3,September,15,2023-09-14T21:17:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,15,N10E06,2023
13429,2023,Qtr 3,September,16,M1.7,2023,Qtr 3,September,15,15,2023,Qtr 3,September,16,2023-09-15T22:19:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,16,N10W07,2023
13435,2023,Qtr 3,September,16,M2.5,2023,Qtr 3,September,16,16,2023,Qtr 3,September,16,2023-09-16T05:28:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,16,N11E90,2023
13429,2023,Qtr 3,September,16,M2.9,2023,Qtr 3,September,16,16,2023,Qtr 3,September,16,2023-09-16T00:38:00-Flr-001,Solar Flare,0,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,16,N11W09,2023
13429,2023,Qtr 3,September,16,M3.4,2023,Qtr 3,September,16,16,2023,Qtr 3,September,16,2023-09-16T05:34:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,16,N11W12,2023
13436,2023,Qtr 3,September,19,C4.2,2023,Qtr 3,September,19,19,2023,Qtr 3,September,19,2023-09-19T15:39:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,19,N20W48,2023
13435,2023,Qtr 3,September,19,M1.1,2023,Qtr 3,September,19,19,2023,Qtr 3,September,19,2023-09-19T03:45:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,19,N07E54,2023
13435,2023,Qtr 3,September,19,M1.8,2023,Qtr 3,September,19,19,2023,Qtr 3,September,19,2023-09-19T09:23:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,19,N07E50,2023
13435,2023,Qtr 3,September,20,M4.0,2023,Qtr 3,September,19,19,2023,Qtr 3,September,20,2023-09-19T20:01:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,20,N07E45,2023
13435,2023,Qtr 3,September,20,M8.2,2023,Qtr 3,September,20,20,2023,Qtr 3,September,20,2023-09-20T14:11:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,20,N07E35,2023
13435,2023,Qtr 3,September,21,M8.7,2023,Qtr 3,September,21,21,2023,Qtr 3,September,21,2023-09-21T12:42:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,21,N08E22,2023
13435,2023,Qtr 3,September,22,M1.2,2023,Qtr 3,September,22,22,2023,Qtr 3,September,22,2023-09-22T02:25:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,9,Flare Location Is Ne Of Labeled Ar.,2023,Qtr 3,September,22,N15E17,2023
13443,2023,Qtr 3,September,22,M1.4,2023,Qtr 3,September,22,22,2023,Qtr 3,September,22,2023-09-22T15:53:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,22,N27W35,2023
13443,2023,Qtr 3,September,22,M1.5,2023,Qtr 3,September,22,22,2023,Qtr 3,September,22,2023-09-22T17:06:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,22,N28W40,2023
13435,2023,Qtr 3,September,23,M1.9,2023,Qtr 3,September,22,22,2023,Qtr 3,September,23,2023-09-22T22:25:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,9,Simultaneous Flaring From Ar13443 (N28W40) And Ar13445 (S17E35).,2023,Qtr 3,September,23,N08E03,2023
13443,2023,Qtr 3,September,24,M1.0,2023,Qtr 3,September,24,24,2023,Qtr 3,September,24,2023-09-24T14:51:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,24,N28W58,2023
13436,2023,Qtr 3,September,24,M1.5,2023,Qtr 3,September,23,23,2023,Qtr 3,September,24,2023-09-23T20:14:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,9,"This Flare Occurred Beyond The Nw Limb, Likely Associated With Ar3436 Which Rotated Off Of The Earth-Facing Disk On 2023-09-22.",2023,Qtr 3,September,24,N20W90,2023
13445,2023,Qtr 3,September,24,M4.4,2023,Qtr 3,September,24,24,2023,Qtr 3,September,24,2023-09-24T03:17:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,24,S14E18,2023
13450,2023,Qtr 3,September,28,M1.2,2023,Qtr 3,September,28,28,2023,Qtr 3,September,28,2023-09-28T08:58:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,28,S18E63,2023
13451,2023,Qtr 3,September,30,C7.2,2023,Qtr 3,September,30,30,2023,Qtr 3,September,30,2023-09-30T03:57:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,30,N15E73,2023
13451,2023,Qtr 3,September,30,M1.2,2023,Qtr 3,September,30,30,2023,Qtr 3,September,30,2023-09-30T16:16:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,9,No Note,2023,Qtr 3,September,30,N11E65,2023
13451,2023,Qtr 4,October,1,M1.6,2023,Qtr 4,October,1,1,2023,Qtr 4,October,1,2023-10-01T01:44:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,10,No Note,2023,Qtr 4,October,1,N15E59,2023
13452,2023,Qtr 4,October,1,M2.5,2023,Qtr 4,October,1,1,2023,Qtr 4,October,1,2023-10-01T01:10:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,10,No Note,2023,Qtr 4,October,1,N12E58,2023
13450,2023,Qtr 4,October,2,C2.4,2023,Qtr 4,October,2,2,2023,Qtr 4,October,2,2023-10-02T15:53:00-Flr-001,Solar Flare,15,GOES-P: EXIS 1.0-8.0,10,No Note,2023,Qtr 4,October,2,S17E02,2023
13455,2023,Qtr 4,October,2,M1.9,2023,Qtr 4,October,2,2,2023,Qtr 4,October,2,2023-10-02T12:35:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,10,No Note,2023,Qtr 4,October,2,N19E68,2023
13457,2023,Qtr 4,October,7,M1.7,2023,Qtr 4,October,7,7,2023,Qtr 4,October,7,2023-10-07T17:57:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,10,No Note,2023,Qtr 4,October,7,S12E28,2023
13452,2023,Qtr 4,October,10,M1.6,2023,Qtr 4,October,10,10,2023,Qtr 4,October,10,2023-10-10T01:55:00-Flr-001,Solar Flare,1,GOES-P: EXIS 1.0-8.0,10,No Note,2023,Qtr 4,October,10,N14W65,2023
13451,2023,Qtr 4,October,10,M2.3,2023,Qtr 4,October,10,10,2023,Qtr 4,October,10,2023-10-10T12:08:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,10,"This Flare Occurs Between Active Regions 13451 And 13452, But Is Assigned To Ar 13451.",2023,Qtr 4,October,10,N12W70,2023
13464,2023,Qtr 4,October,12,C2.8,2023,Qtr 4,October,12,12,2023,Qtr 4,October,12,2023-10-12T05:56:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,10,"Double Peaked Flare, With Second Peak At 2023-10-12T06:04Z.",2023,Qtr 4,October,12,N05E45,2023
13451,2023,Qtr 4,October,12,M1.1,2023,Qtr 4,October,12,12,2023,Qtr 4,October,12,2023-10-12T04:50:00-Flr-001,Solar Flare,4,GOES-S: EXIS 1.0-8.0,10,Ar 3451 Is Seen On The West Limb In Sdo Aia Imagery At The Time Of This Flare. Goes-Primary Not Available Due To Eclipse At The Time Of This Flare.,2023,Qtr 4,October,12,N17W90,2023
13467,2023,Qtr 4,October,16,C7.5,2023,Qtr 4,October,16,16,2023,Qtr 4,October,16,2023-10-16T10:32:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,10,Shortly Followed By A C4.9 Class Flare From The Same Ar. Associated With An Eruption And Cme With Id 2023-10-16T12:09:00-Cme-001.,2023,Qtr 4,October,16,N13E47,2023
13463,2023,Qtr 4,October,17,C2.2,2023,Qtr 4,October,17,17,2023,Qtr 4,October,17,2023-10-17T04:41:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,10,No Note,2023,Qtr 4,October,17,S20W32,2023
13474,2023,Qtr 4,October,25,C1.7,2023,Qtr 4,October,25,25,2023,Qtr 4,October,25,2023-10-25T12:55:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,10,"Likely From Ar 3474, Numbered On 2023-10-27.",2023,Qtr 4,October,25,S17E80,2023
0,2023,Qtr 4,October,26,C1.6,2023,Qtr 4,October,25,25,2023,Qtr 4,October,26,2023-10-25T21:57:00-Flr-001,Solar Flare,21,GOES-P: EXIS 1.0-8.0,10,"Likely In The Range Of N27W100 In Association With The Position Of Old Ar 3469 At This Timestamp, Which Is Over The West Limb But The Flare Is Visible.",2023,Qtr 4,October,26,N27W90,2023
0,2023,Qtr 4,October,27,M1.4,2023,Qtr 4,October,26,26,2023,Qtr 4,October,27,2023-10-26T22:47:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,10,"Based On Sdo Aia Imagery, This Flare Appears To Be Located Near The East Limb, East Of Ar 3473 Which Was Numbered On 2023-10-26. There Was Some Flaring Near Ar 3473 At The Time Of This Flare.",2023,Qtr 4,October,27,N20E90,2023
13477,2023,Qtr 4,November,1,C3.9,2023,Qtr 4,October,31,31,2023,Qtr 4,November,1,2023-10-31T20:16:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,10,"Simultaneous Flaring/Brightening Occurs From An Eruption Near The Limb Centered Around S09E90, Which Was Associated With Cme: 2023-10-31T21:12Z.",2023,Qtr 4,November,1,S14E85,2023
13477,2023,Qtr 4,November,1,M1.1,2023,Qtr 4,November,1,1,2023,Qtr 4,November,1,2023-11-01T06:07:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,1,S15E80,2023
13480,2023,Qtr 4,November,1,M1.4,2023,Qtr 4,November,1,1,2023,Qtr 4,November,1,2023-11-01T11:37:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,11,This Flare Occurred From A Region Just Beyond The Limb Which Was Unnumbered At The Time. As This Region Rotated Onto The Earth-Facing Disk It Was Likely Numbered As Active Region 13480.,2023,Qtr 4,November,1,S10E90,2023
0,2023,Qtr 4,November,2,C4.9,2023,Qtr 4,November,2,2,2023,Qtr 4,November,2,2023-11-02T05:15:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,11,This Solar Flare Occurred From An Unnumbered Region Near The Eastern Limb.,2023,Qtr 4,November,2,S10E90,2023
13474,2023,Qtr 4,November,2,M1.6,2023,Qtr 4,November,2,2,2023,Qtr 4,November,2,2023-11-02T12:18:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,11,Inpulsive (Short Duration) Flare.,2023,Qtr 4,November,2,S18W35,2023
0,2023,Qtr 4,November,3,C3.2,2023,Qtr 4,November,3,3,2023,Qtr 4,November,3,2023-11-03T04:40:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,3,N30W30,2023
13480,2023,Qtr 4,November,3,M1.0,2023,Qtr 4,November,2,2,2023,Qtr 4,November,3,2023-11-02T19:08:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,3,S10E85,2023
13480,2023,Qtr 4,November,5,M1.6,2023,Qtr 4,November,5,5,2023,Qtr 4,November,5,2023-11-05T14:24:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,5,S09E51,2023
13480,2023,Qtr 4,November,5,M1.8,2023,Qtr 4,November,5,5,2023,Qtr 4,November,5,2023-11-05T11:34:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,5,S09E52,2023
13480,2023,Qtr 4,November,9,C2.6,2023,Qtr 4,November,9,9,2023,Qtr 4,November,9,2023-11-09T10:53:00-Flr-001,Solar Flare,10,GOES-P: EXIS 1.0-8.0,11,Associated With Eruption Characterized By Dimming And Halo Cme.,2023,Qtr 4,November,9,S11W05,2023
13477,2023,Qtr 4,November,11,M1.2,2023,Qtr 4,November,11,11,2023,Qtr 4,November,11,2023-11-11T17:01:00-Flr-001,Solar Flare,17,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,11,S17W64,2023
13485,2023,Qtr 4,November,14,C1.8,2023,Qtr 4,November,14,14,2023,Qtr 4,November,14,2023-11-14T03:40:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,14,S20W65,2023
13485,2023,Qtr 4,November,15,C7.6,2023,Qtr 4,November,15,15,2023,Qtr 4,November,15,2023-11-15T12:05:00-Flr-001,Solar Flare,12,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,15,S20W95,2023
13485,2023,Qtr 4,November,15,C8.3,2023,Qtr 4,November,15,15,2023,Qtr 4,November,15,2023-11-15T03:55:00-Flr-001,Solar Flare,3,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,15,S20W80,2023
13485,2023,Qtr 4,November,15,M1.0,2023,Qtr 4,November,14,14,2023,Qtr 4,November,15,2023-11-14T22:58:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,15,S17W75,2023
0,2023,Qtr 4,November,17,C4.8,2023,Qtr 4,November,16,16,2023,Qtr 4,November,17,2023-11-16T20:03:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,17,S15E88,2023
13490,2023,Qtr 4,November,18,M1.1,2023,Qtr 4,November,18,18,2023,Qtr 4,November,18,2023-11-18T16:34:00-Flr-001,Solar Flare,16,GOES-P: EXIS 1.0-8.0,11,"This Flare Occurred Near The Eastern Limb From A Region That Was Unnumbered At The Time, But Has Since Been Numbered As Active Region 13490.",2023,Qtr 4,November,18,N17E92,2023
13490,2023,Qtr 4,November,18,M1.2,2023,Qtr 4,November,18,18,2023,Qtr 4,November,18,2023-11-18T05:37:00-Flr-001,Solar Flare,5,GOES-P: EXIS 1.0-8.0,11,"This Flare Occurred Near The Eastern Limb From A Region That Was Unnumbered At The Time, But Has Since Been Numbered As Active Region 13490.",2023,Qtr 4,November,18,N21E95,2023
13490,2023,Qtr 4,November,19,M1.0,2023,Qtr 4,November,18,18,2023,Qtr 4,November,19,2023-11-18T22:26:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,11,"This Flare Occurred Near The Eastern Limb From A Region That Was Unnumbered At The Time, But Has Since Been Numbered As Active Region 13490.",2023,Qtr 4,November,19,N15E90,2023
13492,2023,Qtr 4,November,20,M1.2,2023,Qtr 4,November,20,20,2023,Qtr 4,November,20,2023-11-20T08:54:00-Flr-001,Solar Flare,8,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,20,N20E72,2023
13489,2023,Qtr 4,November,23,C4.1,2023,Qtr 4,November,22,22,2023,Qtr 4,November,23,2023-11-22T18:58:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,23,S15E07,2023
13490,2023,Qtr 4,November,23,M1.0,2023,Qtr 4,November,23,23,2023,Qtr 4,November,23,2023-11-23T14:25:00-Flr-001,Solar Flare,14,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,23,N20E16,2023
13503,2023,Qtr 4,November,23,M1.4,2023,Qtr 4,November,23,23,2023,Qtr 4,November,23,2023-11-23T02:59:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,11,"This Flare Was Due To Post-Eruptive Arcades Seen Beyond The Northeast Limb. Flare Spanned An Apparent Latitude Of About N20-N30, And The Eruption Is Approximated To Be At A Longitude Of About E100-120. This Flare May Be Associated With Ar 3503, Which Was Numbered On 2023-11-25.",2023,Qtr 4,November,23,N25E110,2023
13499,2023,Qtr 4,November,24,M1.1,2023,Qtr 4,November,24,24,2023,Qtr 4,November,24,2023-11-24T09:17:00-Flr-001,Solar Flare,9,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,24,S18W02,2023
13490,2023,Qtr 4,November,26,C3.6,2023,Qtr 4,November,26,26,2023,Qtr 4,November,26,2023-11-26T07:38:00-Flr-001,Solar Flare,7,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,26,N20W18,2023
0,2023,Qtr 4,November,27,C3.8,2023,Qtr 4,November,27,27,2023,Qtr 4,November,28,2023-11-27T18:21:00-Flr-001,Solar Flare,18,GOES-P: EXIS 1.0-8.0,11,Flare From An Unnumbered Region Of Enhanced Flux Around N20E15. This Flare Is Immediately Followed By A C6.7 Class Flare Peaking At 2023-11-27T18:52Z From Ar 3500 (Approx. S19E15),2023,Qtr 4,November,28,N20E15,2023
0,2023,Qtr 4,November,28,C5.5,2023,Qtr 4,November,27,27,2023,Qtr 4,November,28,2023-11-27T23:13:00-Flr-001,Solar Flare,23,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,28,N26E40,2023
13500,2023,Qtr 4,November,29,M3.4,2023,Qtr 4,November,28,28,2023,Qtr 4,November,29,2023-11-28T19:07:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,29,S16W02,2023
13500,2023,Qtr 4,November,29,M9.8,2023,Qtr 4,November,28,28,2023,Qtr 4,November,29,2023-11-28T19:35:00-Flr-001,Solar Flare,19,GOES-P: EXIS 1.0-8.0,11,No Note,2023,Qtr 4,November,29,S16W03,2023
13499,2023,Qtr 4,December,1,C3.6,2023,Qtr 4,November,30,30,2023,Qtr 4,December,1,2023-11-30T22:37:00-Flr-001,Solar Flare,22,GOES-P: EXIS 1.0-8.0,11,"This Flare Occurs Near The Western Limb So It Is Difficult To Determine A Precise Longitude, But It Likely Occurs Near Or From Active Region 13499.",2023,Qtr 4,December,1,S17W90,2023
0,2023,Qtr 4,December,1,C4.8,2023,Qtr 4,December,1,1,2023,Qtr 4,December,1,2023-12-01T02:52:00-Flr-001,Solar Flare,2,GOES-P: EXIS 1.0-8.0,12,"This Flare Occurred Near The Nw Limb And Is Possibly Associated With Active Region 13492, 13497 Or A Region Just On/Beyond The Western Limb.",2023,Qtr 4,December,1,N18W90,2023
13500,2023,Qtr 4,December,1,C5.2,2023,Qtr 4,December,1,1,2023,Qtr 4,December,1,2023-12-01T11:48:00-Flr-001,Solar Flare,11,GOES-P: EXIS 1.0-8.0,12,No Note,2023,Qtr 4,December,1,S20W38,2023
13502,2023,Qtr 4,December,1,M1.1,2023,Qtr 4,December,1,1,2023,Qtr 4,December,1,2023-12-01T04:12:00-Flr-001,Solar Flare,4,GOES-P: EXIS 1.0-8.0,12,No Note,2023,Qtr 4,December,1,N12W80,2023
13500,2023,Qtr 4,December,2,M1.0,2023,Qtr 4,December,1,1,2023,Qtr 4,December,2,2023-12-01T20:55:00-Flr-001,Solar Flare,20,GOES-P: EXIS 1.0-8.0,12,Simultaneous Impulsive Flare From Ar 13493 (S13W73) And Emission Associated With Post-Eruptive Arcades From Ar 13500 (S18W40).,2023,Qtr 4,December,2,S18W40,2023
13500,2023,Qtr 4,December,5,C5.3,2023,Qtr 4,December,5,5,2023,Qtr 4,December,5,2023-12-05T06:48:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,12,This Flare Directly Follows The M1.5 Flare From Ar 3513 Peaking At 2023-12-05T06:44Z With End Time 2023-12-05T06:48Z.,2023,Qtr 4,December,5,S18W90,2023
13513,2023,Qtr 4,December,5,M1.5,2023,Qtr 4,December,5,5,2023,Qtr 4,December,5,2023-12-05T06:39:00-Flr-001,Solar Flare,6,GOES-P: EXIS 1.0-8.0,12,This Flare Directly Precedes A C5.3 Class Flare From Ar 3500 Peaking At 2023-12-05T06:58Z.,2023,Qtr 4,December,5,N18E73,2023
